GVKEY,DATADATE,POINTDATE,qtrsback,conm,datacqtr,ACTQh,ACTQh_dc,AOQh,AOQh_dc,APQh,APQh_dc,ATQh,ATQh_dc,CEQQh,CEQQh_dc,CHEQh,CHEQh_dc,DLTTQh,DLTTQh_dc,DOQh,DOQh_dc,DVPQh,DVPQh_dc,DVQh,DVQh_dc,IBADJQh,IBADJQh_dc,IBCOMQh,IBCOMQh_dc,IBQh,IBQh_dc,ICAPTQh,ICAPTQh_dc,LCOQh,LCOQh_dc,LCTQh,LCTQh_dc,LOQh,LOQh_dc,LTQh,LTQh_dc,NIQh,NIQh_dc,NOPIQh,NOPIQh_dc,PIQh,PIQh_dc,PPENTQh,PPENTQh_dc,PSTKQh,PSTKQh_dc,PSTKRQh,PSTKRQh_dc,SALEQh,SALEQh_dc,SEQQh,SEQQh_dc,TEQQh,TEQQh_dc,TXTQh,TXTQh_dc,XIDOQh,XIDOQh_dc
029901,20180131,20180430,0,COPART INC,Q4Y17,666.476,,452.501,,242.594,,2143.541,,1331.168,,195.3,,400.646,,0,,0,,0,,103.256,,103.256,,103.256,,1732.437,,6.797,,375.048,,30.86,,811.75,,103.256,,-0.751,,144.438,,1024.564,,0,,0,,459.106,,1331.168,,1331.791,,41.137,,0,
029917,20180331,20180430,0,COMMERCIAL NATIONAL FINL CP,Q1Y18,,,59.107,,422.355,,530.019,,33.191,,78.252,,13.403,,0,,0,,,,1.064,,1.064,,1.064,,46.594,,,,,,3.311,,496.828,,1.064,,-2.725,,1.3,,7.65,,0,,0,,5.144,,33.191,,33.191,,0.236,,0,
029962,20180131,20180430,0,LIMONEIRA CO,Q4Y17,23.134,,54.545,,12.999,,350.511,,147.396,,0.546,,112.396,,0,,0.125,,1.033,,8.5,,8.5,,8.625,,271.212,,4.007,,20.324,,36.891,,191.695,,8.625,,0.861,,-1.964,,272.832,,10.81,,10.81,,31.593,,158.206,,158.816,,-10.587,,0,
029984,20180331,20180430,0,PROLOGIS INC,Q1Y18,,,29213.386,,692.853,,29671.485,,15611.127,,458.099,,9460.177,,0,,1.476,,257.687,,365.902,,365.902,,367.378,,28248.297,,0,,,,730.335,,10883.365,,367.378,,165.136,,408.511,,,4,68.948,,0,,758.288,,15680.075,,18788.12,,16.552,,0,
030059,20180131,20180331,0,AMERN EAGLE OUTFITTERS INC,Q4Y17,968.53,,123.544,,236.703,,1816.313,,1246.791,,413.613,,0,,0,,0,,88.548,,93.957,,93.957,,93.957,,1246.791,,235.737,,485.221,,84.301,,569.522,,93.957,,2.612,,119.97,,724.239,,0,,0,,1228.723,,1246.791,,1246.791,,26.013,,0,
030059,20180131,20180430,0,AMERN EAGLE OUTFITTERS INC,Q4Y17,968.53,,123.544,,236.703,,1816.313,,1246.791,,413.613,,0,,0,,0,,88.548,,93.957,,93.957,,93.957,,1246.791,,235.737,,485.221,,84.301,,569.522,,93.957,,2.612,,119.97,,724.239,,0,,0,,1228.723,,1246.791,,1246.791,,26.013,,0,
030463,20180228,20180430,0,GREENBRIER COMPANIES INC,Q1Y18,,,250.328,,215.491,,2432.055,,1095.447,,594.883,,559.755,,0,,0,,13.546,,61.642,,61.642,,61.642,,1835.834,,245.597,,,,85.886,,1155.976,,61.642,,-1.065,,53.988,,687.882,,0,,0,,629.336,,1095.447,,1243.033,,-11.301,,0,
030622,20180131,20180430,0,YEXT INC,Q4Y17,180.042,,12.009,,4.253,,203.489,,81.453,,118.341,,0,,0,,0,,0,,-16.998,,-16.998,,-16.998,,81.453,,113.925,,118.178,,3.813,,122.036,,-16.998,,0.522,,-17.066,,11.438,,0,,0,,48.02,,81.453,,81.453,,-0.068,,0,
030736,20180131,20180430,0,OKTA INC,Q4Y17,315.416,,39.441,,9.566,,367.397,,163.586,,229.714,,0,,0,,0,,0,,-24.678,,-24.678,,-24.678,,163.586,,180.359,,190.76,,12.876,,203.811,,-24.678,,0.81,,-24.536,,12.54,,0,,0,,77.75,,163.586,,163.586,,0.142,,0,
030806,20180331,20180430,0,FIBRIA CELULOSE SA,Q1Y18,3130.794,,2544.251,,745.795,,11539.763,,4599.929,,1764.161,,5353.441,,0,,0,,0.001,,185.578,,185.578,,185.578,,9975.962,,317.126,,1337.584,,226.217,,6917.242,,185.578,,-4.858,,270.202,,5864.718,,0,,0,,1117.617,,4599.929,,4622.521,,84.053,,0,
031154,20180131,20180430,0,REGI U S INC,Q4Y17,0.243,,0,,0.252,,0.257,,-0.935,,0.206,,0.522,,0,,0,,0,,-0.672,,-0.672,,-0.672,,-0.358,,0.077,,0.615,,0,,1.137,,-0.672,,0,,-0.672,,0.014,,0,,0,,0,,-0.935,,-0.88,,0,,0,
031205,20180331,20180430,0,FOMENTO ECONOMICO MEXICANO,Q1Y18,9536.152,,15721.835,,,4,31433.431,,17201.447,,5182.853,,5826.416,,0,,0,,,,0.11,,0.11,,0.11,,23027.863,,5864.506,,6550.893,,1854.675,,14231.984,,0.11,,-216.649,,114.545,,6175.444,,0,,0,,6348.5,,17201.447,,17201.447,,33.191,,0,
031317,20180228,20180430,0,BRIGHT SCHOLAR EDU-ADR,Q1Y18,312.957,,48.191,,8.888,,430.965,,236.952,,302.915,,0,,0,,0,,,,-1.651,,-1.651,,-1.651,,237.352,,170.51,,184.391,,8.435,,193.613,,-1.651,,-0.694,,-1.68,,69.817,,0,,0,,55.474,,236.952,,237.352,,0.042,,0,
031494,20180228,20180331,0,SMART GLOBAL HOLDINGS INC,Q1Y18,442.074,,69.798,,225.718,,565.11,,146.908,,51.816,,142.752,,0,,0,,0,,36.794,,36.794,,36.794,,289.66,,21.2,,272.823,,1.897,,418.202,,36.794,,2.548,,43.396,,53.238,,0,,0,,313.965,,146.908,,146.908,,6.602,,0,
031494,20180228,20180430,0,SMART GLOBAL HOLDINGS INC,Q1Y18,442.074,,69.798,,225.718,,565.11,,146.908,,51.816,,142.752,,0,,0,,0,,36.794,,36.794,,36.794,,289.66,,21.2,,272.823,,1.897,,418.202,,36.794,,2.548,,43.396,,53.238,,0,,0,,313.965,,146.908,,146.908,,6.602,,0,
031587,20180131,20180331,0,DOLLAR TREE INC,Q4Y17,4576.3,,8555.8,,1174.8,,16332.8,,7182.3,,1097.8,,4762.1,,0,,0,,0,,1040.1,,1040.1,,1040.1,,11944.4,,736.9,,2859.1,,544.1,,9150.5,,1040.1,,7.5,,691.5,,3200.7,,0,,0,,6360.6,,7182.3,,7182.3,,-348.6,,0,
031587,20180131,20180430,0,DOLLAR TREE INC,Q4Y17,4576.3,,8555.8,,1174.8,,16332.8,,7182.3,,1097.8,,4762.1,,0,,0,,0,,1040.1,,1040.1,,1040.1,,11944.4,,736.9,,2859.1,,544.1,,9150.5,,1040.1,,7.5,,691.5,,3200.7,,0,,0,,6360.6,,7182.3,,7182.3,,-348.6,,0,
031846,20180228,20180430,0,DARDEN RESTAURANTS INC,Q1Y18,569.6,,2480.3,,291.5,,5454.7,,2124.9,,146.8,,926.4,,-0.7,,0,,234.9,,218.5,,218.5,,218.5,,3051.3,,1125.4,,1467.5,,829.5,,3329.8,,217.8,,0.3,,116,,2404.8,,0,,0,,2128.4,,2124.9,,2124.9,,-102.5,,-0.7,
031887,20180331,20180430,0,RESMED INC,Q1Y18,1604.406,,1531.821,,88.157,,3534.208,,2066.964,,704.281,,810,,0,,0,,149.527,,110.126,,110.126,,110.126,,2876.964,,248.734,,461.46,,183.026,,1467.244,,110.126,,1.489,,130.144,,397.981,,0,,0,,591.634,,2066.964,,2066.964,,20.018,,0,
032639,20180331,20180430,0,SOGOU INC,Q1Y18,1152.529,,79.131,,104.307,,1374.426,,939.807,,1076.118,,0,,0,,0,,,,15.31,,15.31,,15.31,,939.807,,273.449,,434.619,,0,,434.619,,15.31,,3.187,,17.454,,142.766,,0,,0,,248.384,,939.807,,939.807,,2.144,,0,
032688,20180131,20180430,0,STITCH FIX INC,Q4Y17,358.121,,27.406,,55.145,,416.402,,271.097,,266.374,,0,,0,,0,,0,,3.641,,3.641,,3.641,,271.097,,74.614,,129.759,,15.546,,145.305,,3.641,,1.632,,17.244,,30.875,,0,,0,,295.906,,271.097,,271.097,,13.603,,0,
033037,20180131,20180331,0,ZSCALER INC - REDH,Q4Y17,138.13,,33.184,,2.343,,188.172,,-167.058,,71.569,,0,,0,,0,,0,,-6.515,,-6.515,,-6.515,,39.028,,134.029,,136.372,,12.772,,149.144,,-6.515,,0.241,,-6.158,,16.858,,206.086,,206.086,,44.976,,39.028,,39.028,,0.357,,0,
033037,20180131,20180430,0,ZSCALER INC - REDH,Q4Y17,138.13,,33.184,,2.343,,188.172,,-167.058,,71.569,,0,,0,,0,,0,,-6.515,,-6.515,,-6.515,,39.028,,134.029,,136.372,,12.772,,149.144,,-6.515,,0.241,,-6.158,,16.858,,206.086,,206.086,,44.976,,39.028,,39.028,,0.357,,0,
033232,20180131,20180430,0,ZUORA INC - REDH,Q4Y17,107.274,,37.888,,2.572,,155.366,,26.66,,48.208,,12.376,,0,,0,,0,,-13.823,,-13.823,,-13.823,,39.042,,108.034,,114.81,,1.514,,128.7,,-13.823,,0.282,,-13.099,,10.204,,0.006,,0,,49.816,,26.666,,26.666,,0.724,,0,
033321,20180131,20180430,0,PIVOTAL SOFTWARE INC,Q4Y17,366.734,,754.678,,17.214,,1153.397,,-541.24,,73.012,,20,,0,,0,,0,,-37.236,,-37.236,,-37.236,,727.799,,341.152,,360.114,,65.057,,445.598,,-37.236,,1.615,,-43.574,,31.985,,1248.327,,1248.327,,133.244,,707.087,,707.799,,-6.255,,0,
060923,20180131,20180430,0,DAVE & BUSTER'S ENTMT INC,Q4Y17,94.907,,375.668,,54.627,,1197.03,,421.646,,18.795,,351.249,,0,,0,,0,,35.64,,35.64,,35.64,,772.895,,135.161,,207.825,,206.097,,775.384,,35.64,,0.337,,39.863,,726.455,,0,,0,,304.913,,421.646,,421.646,,4.223,,0,
060953,20180331,20180430,0,GREAT AMERICAN BANCORP INC,Q1Y18,,,3.117,,159.806,,181.048,,17.417,,70.131,,0,,0,,0,,,,0.206,,0.206,,0.206,,17.417,,,,,,3.825,,163.631,,0.206,,,3,0.298,,4.223,,0,,0,,2.27,,17.417,,17.417,,0.092,,0,
061214,20180331,20180430,0,ASML HOLDING NV,Q1Y18,11350.046,,9545.536,,,,22969.654,,13628.014,,3935.132,,3669.635,,0,,0,,0,,664.91,,664.91,,664.91,,17297.649,,,,3858.87,,1813.135,,9341.64,,664.91,,-34.619,,756.571,,2074.072,,0,,0,,2815.12,,13628.014,,13628.014,,91.661,,0,
061400,20180228,20180430,0,IMPRESO INC,Q1Y18,26.913,,0.82,,4.534,,32.378,,14.894,,0.076,,9.436,,0,,0,,0,,0.136,,0.136,,0.136,,24.33,,2.869,,7.52,,0,,17.484,,0.136,,-0.026,,0.316,,4.645,,0,,0,,19.247,,14.894,,14.894,,0.18,,0,
061591,20180131,20180228,0,NETAPP INC,Q4Y17,6766,,2280,,458,,9787,,2176,,5626,,1540,,0,,0,,161,,-506,,-506,,-506,,3716,,2458,,3548,,2523,,7611,,-506,,249,,485,,741,,0,,0,,1523,,2176,,2176,,991,,0,
061591,20180131,20180331,0,NETAPP INC,Q4Y17,6766,,2280,,458,,9787,,2176,,5626,,1540,,0,,0,,161,,-506,,-506,,-506,,3716,,2458,,3548,,2523,,7611,,-506,,249,,485,,741,,0,,0,,1523,,2176,,2176,,991,,0,
061591,20180131,20180430,0,NETAPP INC,Q4Y17,6766,,2280,,458,,9787,,2176,,5626,,1540,,0,,0,,161,,-506,,-506,,-506,,3716,,2458,,3548,,2523,,7611,,-506,,249,,485,,741,,0,,0,,1523,,2176,,2176,,991,,0,
061732,20180228,20180430,0,MSC INDUSTRIAL DIRECT  -CL A,Q1Y18,1087.915,,769.183,,133.688,,2165.222,,1346.035,,31.608,,250.896,,0,,0,,59.873,,117.425,,117.552,,117.552,,1596.931,,100.4,,494.435,,73.856,,819.187,,117.552,,0.29,,94.843,,308.124,,0,,0,,768.987,,1346.035,,1346.035,,-22.709,,0,
061739,20180331,20180430,0,HARTFORD FINANCIAL SERVICES,Q1Y18,,,200351,,800,,216666,,13143,,4043,,4755,,169,,0,,90,,428,,428,,428,,17898,,0,,,,197384,,203523,,597,,73,,519,,1018,,0,,0,,4616,,13143,,13143,,91,,169,
061796,20180331,20180430,0,SOUTHERN MICH BANCORP INC,Q1Y18,,,141.442,,595.185,,719.227,,70.055,,31.305,,34.405,,0,,0,,,,1.802,,1.802,,1.802,,104.46,,,,,,6.953,,649.172,,1.802,,,3,2.127,,14.291,,0,,0,,8.429,,70.055,,70.055,,0.325,,0,
062263,20180331,20180430,0,ALEXION PHARMACEUTICALS INC,Q1Y18,3152,,9298.9,,57.1,,13830.2,,9112.7,,1590.9,,3029,,0,,0,,0,,249.1,,249.1,,249.1,,12141.7,,717.4,,942,,303.8,,4717.5,,249.1,,108.2,,351.6,,1379.3,,0,,0,,930.9,,9112.7,,9112.7,,102.5,,0,
062374,20180331,20180430,0,IRON MOUNTAIN INC,Q1Y18,1524.873,,6107.805,,251.214,,11998.149,,2259.747,,442.491,,8020.873,,-0.462,,0,,169.006,,45.146,,45.146,,45.146,,10375.025,,842.65,,1231.062,,222.173,,9643.997,,44.684,,-17.635,,46.782,,4365.471,,0,,0,,1042.458,,2259.747,,2261.275,,1.168,,-0.462,
062396,20180131,20180430,0,IDT CORP,Q4Y17,357.257,,58.351,,37.071,,504.229,,137.266,,112.007,,0,,0,,0,,9.44,,1.516,,1.516,,1.516,,146.36,,319.049,,356.12,,1.749,,357.869,,1.516,,-0.19,,0.176,,88.621,,0,,0,,395.883,,137.266,,146.36,,-1.515,,0,
062553,20180131,20180430,0,OPTICAL CABLE CORP,Q4Y17,29.935,,0.784,,4.996,,42.611,,23.257,,0.529,,12.256,,0,,0,,0,,-0.41,,-0.41,,-0.41,,35.513,,1.708,,6.974,,0.124,,19.354,,-0.41,,0.015,,-0.45,,11.892,,0,,0,,17.551,,23.257,,23.257,,-0.04,,0,
062605,20180331,20180430,0,WAKE FOREST BANCSHARES INC,Q1Y18,,,,,,,104.336,,,,,,,,0,,0,,,,0.311,,0.311,,0.311,,,,,,,,,,,,0.311,,,3,,3,,,,,,,,3,,,,,,3,0,
062689,20180331,20180430,0,TRAVELERS COS INC,Q1Y18,,,77557,,5333,,103676,,22979,,4883,,6463,,0,,0,,197,,664,,669,,669,,29442,,0,,,,68401,,80697,,669,,0,,778,,,4,0,,0,,7286,,22979,,22979,,109,,0,
063169,20180331,20180430,0,DASSAULT SYSTEMS SA,Q1Y18,4693.797,,3908.52,,158.805,,8804.858,,5159.493,,3505.164,,1232,,0,,0,,0,,167.922,,167.922,,167.922,,6393.464,,1637.328,,1796.133,,615.261,,3643.394,,167.922,,,2,226.072,,202.541,,0,,0,,1008.638,,5159.493,,5161.464,,58.52,,0,
063172,20180228,20180430,0,FACTSET RESEARCH SYSTEMS INC,Q1Y18,472.067,,902.955,,59.395,,1472.492,,612.09,,265.186,,574.702,,0,,0,,43.406,,53.137,,53.137,,53.137,,1186.792,,125.324,,186.493,,73.519,,860.402,,53.137,,0.328,,92.213,,97.47,,0,,0,,335.231,,612.09,,612.09,,39.076,,0,
063185,20180331,20180430,0,CHECK POINT SOFTWARE TECHN,Q1Y18,1843.876,,3499.803,,316.016,,5422.231,,3581.42,,1510.272,,0,,0,,0,,0,,187.14,,187.14,,187.14,,3581.42,,861.682,,1177.698,,663.113,,1840.811,,187.14,,14.86,,228.285,,78.552,,0,,0,,452.326,,3581.42,,3581.42,,41.145,,0,
063272,20180331,20180430,0,CHESAPEAKE FINL SHARES INC,Q1Y18,,,262.458,,686.831,,797.35,,87.016,,32.105,,15.155,,0,,0,,,,2.917,,2.917,,2.917,,102.171,,,,,,8.348,,710.334,,2.917,,,3,3.316,,17.215,,0,,0,,14.849,,87.016,,87.016,,0.399,,0,
063395,20180331,20180430,0,HEARTLAND BANCCORP,Q1Y18,,,146.944,,814.177,,937.582,,78.384,,31.089,,15.46,,0,,0,,,,2.523,,2.523,,2.523,,93.844,,,,,,5.09,,859.198,,2.523,,-1.797,,3.071,,26.229,,0,,0,,10.975,,78.384,,78.384,,0.548,,0,
063447,20180131,20180430,0,GUESS INC,Q4Y17,1108.705,,252.675,,264.438,,1655.634,,916.819,,367.441,,39.196,,0,,0,,76.057,,0.857,,1.04,,1.04,,978.261,,195.376,,467.845,,206.837,,716.569,,1.04,,17.968,,68.556,,294.254,,0,,0,,772.676,,916.819,,933.475,,65.449,,0,
063448,20180131,20180430,0,PURE BIOSCIENCE INC,Q4Y17,2.721,,0.737,,0.449,,3.973,,3.274,,2.204,,0,,0,,0,,0,,-2.027,,-2.027,,-2.027,,3.274,,0.233,,0.682,,0.017,,0.699,,-2.027,,0.002,,-2.027,,0.515,,0,,0,,0.411,,3.274,,3.274,,0,,0,
063643,20180131,20180430,0,ABERCROMBIE & FITCH  -CL A,Q4Y17,1264.538,,322.972,,168.868,,2325.692,,1242.379,,675.558,,300.339,,0,,0,,54.392,,74.21,,74.21,,74.21,,1552.81,,328.352,,507.546,,261.539,,1073.221,,74.21,,14.466,,136.231,,738.182,,0,,0,,1193.158,,1242.379,,1252.471,,60.698,,0,
063763,20180131,20180430,0,HIBBETT SPORTS INC,Q4Y17,346.774,,5.374,,93.435,,461.846,,319.596,,74.007,,2.522,,0,,0,,0,,9.733,,9.733,,9.733,,322.118,,21.469,,115.567,,24.161,,142.25,,9.733,,0,,15.83,,109.698,,0,,0,,266.739,,319.596,,319.596,,6.097,,0,
063892,20180331,20180430,0,NATIONAL OILWELL VARCO INC,Q1Y18,7186,,9898,,528,,20010,,14082,,1236,,2707,,0,,0,,19,,-68,,-68,,-68,,16858,,1563,,2132,,335,,5859,,-68,,-50,,-63,,2926,,0,,0,,1795,,14082,,14151,,3,,0,
063927,20180131,20180331,0,UNITED NATURAL FOODS INC,Q4Y17,1857.172,,614.455,,627.085,,3049.68,,1754.74,,25.401,,430.835,,0,,0,,0,,50.486,,50.486,,50.486,,2185.575,,159.301,,798.708,,29.14,,1294.94,,50.486,,0.514,,36.485,,578.053,,0,,0,,2528.011,,1754.74,,1754.74,,-14.001,,0,
063927,20180131,20180430,0,UNITED NATURAL FOODS INC,Q4Y17,1857.172,,614.455,,627.085,,3049.68,,1754.74,,25.401,,430.835,,0,,0,,0,,50.486,,50.486,,50.486,,2185.575,,159.301,,798.708,,29.14,,1294.94,,50.486,,0.514,,36.485,,578.053,,0,,0,,2528.011,,1754.74,,1754.74,,-14.001,,0,
064166,20180331,20180430,0,QUEST DIAGNOSTICS INC,Q1Y18,1371,,8168,,976,,10695,,5030,,124,,3718,,0,,0,,61,,176,,177,,177,,8861,,0,,1117,,717,,5552,,177,,11,,241,,1156,,0,,0,,1884,,5030,,5066,,52,,0,
064275,20180228,20180430,0,CAL-MAINE FOODS INC,Q1Y18,572.527,,137.674,,96.071,,1143.683,,897.639,,283.448,,3.351,,0,,0,,0,,96.294,,96.294,,96.294,,903.01,,80.75,,180.747,,8.038,,244.024,,96.294,,12.134,,88.057,,433.482,,0,,0,,435.82,,897.639,,899.659,,-8.301,,0,
064344,20180131,20180331,0,VAIL RESORTS INC,Q4Y17,481.009,,1870.372,,94.68,,4156.806,,1645.328,,259.026,,1182.349,,0,,0,,85.226,,235.691,,235.691,,235.691,,3063.127,,493.883,,659.493,,289.793,,2276.028,,235.691,,11.752,,252.267,,1805.425,,0,,0,,734.575,,1645.328,,1880.778,,3.594,,0,
064344,20180131,20180430,0,VAIL RESORTS INC,Q4Y17,481.009,,1870.372,,94.68,,4156.806,,1645.328,,259.026,,1182.349,,0,,0,,85.226,,235.691,,235.691,,235.691,,3063.127,,493.883,,659.493,,289.793,,2276.028,,235.691,,11.752,,252.267,,1805.425,,0,,0,,734.575,,1645.328,,1880.778,,3.594,,0,
064356,20180131,20180331,0,CIENA CORP,Q4Y17,1923.422,,1227.127,,209.243,,3469.384,,1756.14,,927.61,,584.601,,0,,0,,0,,-473.363,,-473.363,,-473.363,,2340.741,,367.446,,933.376,,195.267,,1713.244,,-473.363,,1.575,,4.577,,318.835,,0,,0,,646.135,,1756.14,,1756.14,,477.94,,0,
064356,20180131,20180430,0,CIENA CORP,Q4Y17,1923.422,,1227.127,,209.243,,3469.384,,1756.14,,927.61,,584.601,,0,,0,,0,,-473.363,,-473.363,,-473.363,,2340.741,,367.446,,933.376,,195.267,,1713.244,,-473.363,,1.575,,4.577,,318.835,,0,,0,,646.135,,1756.14,,1756.14,,477.94,,0,
064410,20180228,20180430,0,CARMAX INC,Q1Y18,3061.444,,11757.767,,529.733,,17486.272,,3316.849,,443.967,,12752.812,,0,,0,,0,,122.146,,122.146,,122.146,,16069.661,,278.771,,1174.058,,242.553,,14169.423,,122.146,,1.902,,210.123,,2667.061,,0,,0,,4303.791,,3316.849,,3316.849,,87.977,,0,
064768,20180331,20180430,0,AMAZON.COM INC,Q1Y18,50829,,23202,,25172,,126362,,31463,,25898,,37940,,0,,0,,0,,1629,,1629,,1629,,69403,,16326,,48045,,8914,,94899,,1629,,256,,1916,,52331,,0,,0,,51042,,31463,,31463,,287,,0,
064848,20180131,20180430,0,KMG CHEMICALS INC,Q4Y17,138.311,,548.918,,32.496,,796.183,,384.072,,21.966,,337.048,,0,,0,,0.822,,25.337,,25.337,,25.337,,721.12,,14.365,,46.861,,5.35,,412.111,,25.337,,2.428,,17.156,,108.954,,0,,0,,113.851,,384.072,,384.072,,-8.181,,0,
065030,20180131,20180430,0,CARDERO RESOURCE CORP,Q4Y17,0.324,,2.127,,0.285,,5.819,,3.099,,0.259,,1.952,,0,,0,,0,,1.82,,1.82,,1.82,,5.052,,0.478,,0.762,,0.005,,2.719,,1.82,,0.017,,1.82,,3.368,,0,,0,,0,,3.099,,3.099,,0,,0,
065030,20180131,20180430,0,CARDERO RESOURCE CORP,Q4Y17,0.324,,2.127,,0.285,,5.819,,3.099,,0.259,,1.952,,0,,0,,0,,1.82,,1.82,,1.82,,5.052,,0.478,,0.762,,0.005,,2.719,,1.82,,0.017,,1.82,,3.368,,0,,0,,0,,3.099,,3.099,,0,,0,
065089,20180331,20180430,0,DETROIT EDISON CO,Q1Y18,1387,,,,356,,21255,,,,,,6018,,0,,0,,,,140,,140,,140,,12308,,,,1104,,,,,,140,,,,,,15075,,,,0,,1205,,,,6290,,,,0,
065430,20180131,20180331,0,CHILDRENS PLACE INC,Q4Y17,656.504,,25.187,,210.3,,940.228,,473.699,,259.519,,0,,0,,0,,28.101,,-9.898,,-9.898,,-9.898,,473.699,,121.853,,360.524,,106.005,,466.529,,-9.898,,0.576,,51.98,,258.537,,0,,0,,569.972,,473.699,,473.699,,61.878,,0,
065430,20180131,20180430,0,CHILDRENS PLACE INC,Q4Y17,656.504,,25.187,,210.3,,940.228,,473.699,,259.519,,0,,0,,0,,28.101,,-9.898,,-9.898,,-9.898,,473.699,,121.853,,360.524,,106.005,,466.529,,-9.898,,0.576,,51.98,,258.537,,0,,0,,569.972,,473.699,,473.699,,61.878,,0,
065640,20180131,20180331,0,INVESTORS REAL ESTATE TRUST,Q4Y17,,,1301.363,,35.792,,1455.695,,545.848,,144.003,,689.871,,130.99,,1.774,,32.349,,3.341,,3.341,,5.115,,1419.903,,0,,,,0,,725.663,,136.105,,12.412,,5.117,,,4,99.456,,0,,43.662,,645.304,,723.388,,0,,130.99,
065640,20180131,20180430,0,INVESTORS REAL ESTATE TRUST,Q4Y17,,,1301.363,,35.792,,1455.695,,545.848,,144.003,,689.871,,130.99,,1.774,,32.349,,3.341,,3.341,,5.115,,1419.903,,0,,,,0,,725.663,,136.105,,12.412,,5.117,,,4,99.456,,0,,43.662,,645.304,,723.388,,0,,130.99,
065831,20180331,20180430,0,SONIC AUTOMOTIVE INC  -CL A,Q1Y18,1958.54,,651.012,,113.705,,3788.495,,768.717,,9.163,,1004.657,,-0.18,,0,,2.16,,-2.014,,-2.014,,-2.014,,1773.374,,239.011,,1887.067,,73.53,,3019.778,,-2.194,,0.41,,-3.856,,1178.943,,0,,0,,2400.773,,768.717,,768.717,,-1.842,,-0.18,
065986,20180228,20180430,0,BLACKBERRY LTD,Q1Y18,2548,,1168,,46,,3780,,2505,,2259,,782,,0,,0,,0,,-10,,-10,,-10,,3287,,400,,464,,23,,1275,,-10,,34,,-14,,64,,0,,0,,233,,2505,,2505,,-4,,0,
065986,20180228,20180430,0,BLACKBERRY LTD,Q1Y18,2548,,1168,,46,,3780,,2505,,2259,,782,,0,,0,,0,,-10,,-10,,-10,,3287,,400,,464,,23,,1275,,-10,,34,,-14,,64,,0,,0,,233,,2505,,2505,,-4,,0,
066065,20180331,20180430,0,UNITED RENTALS INC,Q1Y18,1590,,4953,,513,,14688,,3058,,278,,8412,,0,,0,,0,,183,,183,,183,,11470,,402,,1641,,122,,11630,,183,,1,,232,,8145,,0,,0,,1734,,3058,,3058,,49,,0,
066098,20180331,20180430,0,VSB BANCORP INC/NY,Q1Y18,,,208.879,,323.542,,359.485,,33.121,,21.371,,0,,0,,0,,,,0.904,,0.904,,0.904,,33.121,,,,,,2.822,,326.364,,0.904,,,3,1.159,,0.992,,0,,0,,3.724,,33.121,,33.121,,0.255,,0,
066326,20180131,20180430,0,DESCARTES SYSTEMS GROUP INC,Q4Y17,74.852,,537.228,,7.897,,624.878,,498.812,,35.145,,37,,0,,0,,0,,6.665,,6.665,,6.665,,535.812,,56.405,,67.69,,9.791,,126.066,,6.665,,0.05,,8.544,,12.798,,0,,0,,63.631,,498.812,,498.812,,1.879,,0,
066326,20180131,20180430,0,DESCARTES SYSTEMS GROUP INC,Q4Y17,74.852,,537.228,,7.897,,624.878,,498.812,,35.145,,37,,0,,0,,0,,6.665,,6.665,,6.665,,535.812,,56.405,,67.69,,9.791,,126.066,,6.665,,0.05,,8.544,,12.798,,0,,0,,63.631,,498.812,,498.812,,1.879,,0,
066368,20180331,20180430,0,VERISIGN INC,Q1Y18,2408.528,,239.259,,8.921,,2905.323,,-1234.734,,2356.462,,1783.159,,0,,0,,0,,134.263,,134.263,,134.263,,548.425,,893.082,,1548.946,,593.552,,4140.057,,134.263,,7.804,,152.435,,257.536,,0,,0,,299.288,,-1234.734,,-1234.734,,18.172,,0,
100644,20180131,20180331,0,FERGUSON PLC,Q4Y17,9273,,2281,,2847,,12676,,4554,,2308,,1537,,18,2,0,2,248,,440,2,440,2,440,2,6088,,917,,6113,,464,,8125,,458,2,5,2,598,2,1122,,0,,0,,4836,,4554,,4551,,158,2,18,2
100644,20180131,20180430,0,FERGUSON PLC,Q4Y17,9273,,2281,,2847,,12676,,4554,,2308,,1537,,18,2,0,2,248,,440,2,440,2,440,2,6088,,917,,6113,,464,,8125,,458,2,5,2,598,2,1122,,0,,0,,4836,,4554,,4551,,158,2,18,2
100873,20180331,20180430,0,NIELSEN HOLDINGS PLC,Q1Y18,2264,,14191,,969,,16923,,4258,,462,,8286,,0,,0,,121,,72,,72,,72,,12744,,389,,1839,,917,,12465,,72,,3,,114,,468,,0,,0,,1610,,4258,,4458,,39,,0,
101310,20180331,20180430,0,NOVARTIS AG,Q1Y18,33051,,85796,,4994,,135524,,71098,,6285,,23199,,0,,0,,6966,,2025,,2025,,2025,,94410,,10563,,28223,,6955,,64313,,2025,,270,,2409,,16677,,0,,0,,12694,,71098,,71211,,381,,0,
102089,20180228,20180430,0,SODEXO,Q1Y18,9386.596,,8984.854,,4961.33,,19132.195,,4082.137,,3027.107,,3635.214,,0,2,0,2,501.872,,454.249,2,454.249,2,454.249,2,7758.869,,3687.722,,10177.869,,907.277,,15008.54,,454.249,2,30.528,2,623.982,2,760.745,,0,,0,,6248.564,,4082.137,,4123.655,,159.964,2,0,2
